output	output_page	panel	atom_id	source_role	source	source_page_1based	source_sha256	source_crop_top	destination_pt	embedding_method
Supplementary_Figures.pdf	4	SupplementaryFigure3D	SupplementaryFigure3D	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-supp3-port/run-v2/results/panels/SupplementaryFigure3D_TCGA_peak_saturation.pdf	1	716a29e5214eb04e16c4d9f8d08b5a7ec43a674070b5cdd54612ff0687715d41	0,0,1,1	18.000,384.760,191.808,183.480	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	4	SupplementaryFigure3E	SupplementaryFigure3E	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-supp3-port/run-v2/results/panels/SupplementaryFigure3E_PDX_peak_saturation.pdf	1	66a07eb50cab1514754eef3527963c447130f34ab420179c5dbf4175f1487aba	0,0,1,1	209.808,384.760,192.384,183.480	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	4	SupplementaryFigure3F	SupplementaryFigure3F	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-supp3-port/run-v2/results/panels/SupplementaryFigure3F_CellLines_peak_saturation.pdf	1	035792ce096dba29221332dd185610f2de05aa47788dba0c15625c6870cc778e	0,0,1,1	402.192,384.760,191.808,183.480	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	4	SupplementaryFigure3G	SupplementaryFigure3G	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-supp3-port/run-v2/results/panels/SupplementaryFigure3G_TCGA_Pearson_Correlation_Signal_ConsensusPeakSet.pdf	1	8e0df9901fe8882b462bb9a631396d26e68ba27c8e47bf2506bd80bbffd712c1	0,0,1,1	18.000,189.280,191.808,183.480	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	4	SupplementaryFigure3H	SupplementaryFigure3H	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-supp3-port/run-v2/results/panels/SupplementaryFigure3H_PDX_Pearson_Correlation_Signal_ConsensusPeakSet.pdf	1	a170a440ce39ec1b7625e88dbccbdbe6a2be3ed57a1d0428c537ddad51d1144a	0,0,1,1	209.808,189.280,192.384,183.480	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	4	SupplementaryFigure3I	SupplementaryFigure3I	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-supp3-port/run-v2/results/panels/SupplementaryFigure3I_CellLines_Pearson_Correlation_Signal_ConsensusPeakSet.pdf	1	403ef90d90a2958794ef66416486ae297efeebf05762798da880b52bb7ce7a02	0,0,1,1	402.192,189.280,191.808,183.480	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	4	SupplementaryFigure3J	SupplementaryFigure3J	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-supp3-port/run-v2/results/panels/SupplementaryFigure3J_TCGA_GenomicAnnotation.pdf	1	f50240503bd5e5d07b740c94b9cecc117f096ce82abd0649cb09b91d4d89dd98	0,0,1,1	18.000,30.000,191.808,147.280	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	4	SupplementaryFigure3K	SupplementaryFigure3K	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-supp3-port/run-v2/results/panels/SupplementaryFigure3K_PDX_GenomicAnnotation.pdf	1	1da94042a85945b732156fbba6c72e7c793948d78b23d859c4af18b79c65a0fa	0,0,1,1	209.808,30.000,192.384,147.280	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	4	SupplementaryFigure3L	SupplementaryFigure3L	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-supp3-port/run-v2/results/panels/SupplementaryFigure3L_CellLines_GenomicAnnotation.pdf	1	ec2c0a7116d5061554099779fd0f64d44c5bca7f8d467bedba8852ee6108cf30	0,0,1,1	402.192,30.000,191.808,147.280	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	5	SupplementaryFigure4B	SupplementaryFigure4B	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/results/visuals/Figure2/SupplementaryFigure4B_NES_Average_Across_CellLines_PDX_TCGA.pdf	1	353a20a28947e7c8214c10ccd3cdbd1f81a32c18f85aa16f4f50e60ec029055a	0,0,1,1	18.000,334.080,247.680,234.160	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	5	SupplementaryFigure4C	SupplementaryFigure4C	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/results/visuals/Figure2/JASPAR_vs_CISBP_HC-TRs_VennDiagram.pdf	1	9b0b602004f1a947bdc1835517789073fd00dae3c2a2554afa1b931ab2e849b1	0,0,1,1	18.000,30.000,247.680,292.080	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	5	SupplementaryFigure4D	SupplementaryFigure4D	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-fig3-port/run-v3/results/visuals/Figure3/SupplementaryFigure4D_All_MKi67_Correlation_HC-TR_Heatmap.pdf	1	774fc359be996cfcfed427cdc118e16c1d4c123911834095c9abb9e099ddef3b	0,0,1,1	265.680,391.493,162.160,176.747	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	5	SupplementaryFigure4D	SupplementaryFigure4D	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-fig3-port/run-v3/results/visuals/Figure3/SupplementaryFigure4D_CellLines_MKi67_Correlation_HC-TR.pdf	1	74e0aa177fe4b092834e77c0a1bc88383b2e066e000c5f62f7632e53976c1054	0,0,1,1	431.840,391.493,162.160,176.747	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	5	SupplementaryFigure4D	SupplementaryFigure4D	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-fig3-port/run-v3/results/visuals/Figure3/SupplementaryFigure4D_GSE41271_MKi67_Correlation_HC-TR.pdf	1	9e6e7db5d3a593c589e4c7e6e09a35bec5c1cc6947813647c07e0b8fb1071f22	0,0,1,1	265.680,210.747,162.160,176.747	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	5	SupplementaryFigure4D	SupplementaryFigure4D	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-fig3-port/run-v3/results/visuals/Figure3/SupplementaryFigure4D_PDX_MKi67_Correlation_HC-TR.pdf	1	fb6fa1cad5d778ca6bec26990a4267459e35951411eb6982a1de7c7af1fa3e27	0,0,1,1	431.840,210.747,162.160,176.747	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	5	SupplementaryFigure4D	SupplementaryFigure4D	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-fig3-port/run-v3/results/visuals/Figure3/SupplementaryFigure4D_TCGA_MKi67_Correlation_HC-TR.pdf	1	80a0f652adf3e015ecac1cf54cce9cae527892c204aa0466b13ebcc370e86497	0,0,1,1	265.680,30.000,162.160,176.747	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	6	SupplementaryFigure5A	SupplementaryFigure5A	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-fig3-port/run-v3/results/visuals/Figure3/SupplementaryFigure5A_Skewness_PDX_CellLines.pdf	1	d6bb397a24ae478b852cdfa6526baeca14afcccb6e65be18c186f6f206e8d1cc	0,0,1,1	18.000,500.600,576.000,241.400	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	6	SupplementaryFigure5B	SupplementaryFigure5B	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-fig3-port/run-v3/results/visuals/Figure3/SupplementaryFigure5B_All_ESTIMATE_Volcano_HC-TR.pdf	1	5d2d7c893f93db3e0ae999623313db3e97ec3d246b59813758ce672632706e6b	0,0,1,1	18.000,261.300,576.000,227.300	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	6	SupplementaryFigure5B	SupplementaryFigure5B	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-fig3-port/run-v3/results/visuals/Figure3/SupplementaryFigure5B_ESTIMATE_Combined_Heatmap_HC-TR.pdf	1	7f56cf2a289b361606df00992a88f18b6369edb2f6631f32911aec94ed2bce2c	0,0,1,1	18.000,30.000,576.000,227.300	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	7	SupplementaryFigure6A	SupplementaryFigure6A	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/SupplementaryFigure6A.pdf	1	925a52940f4607ff08f100d9d5e1d65d45c41d861f0451f7c1e64c2a7f786fa8	0,0,1,1	18.000,392.000,144.000,350.000	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	7	SupplementaryFigure6B	SupplementaryFigure6B	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/SupplementaryFigure6B.pdf	1	ed961b2345714a9754b16ac5bcc76d277d285f8b7727c8b9bbce588f25fd154d	0,0,1,1	162.000,392.000,144.000,350.000	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	7	SupplementaryFigure6C	SupplementaryFigure6C	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/SupplementaryFigure6C.pdf	1	90d81906dd54c1d17247f5521aa2b9fe7b711b257b7194e07733573c7653d564	0,0,1,1	306.000,392.000,144.000,350.000	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	7	SupplementaryFigure6D	SupplementaryFigure6D	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/SupplementaryFigure6D.pdf	1	a121c3add3718291a340f4726e63a5c5a7bbe47eb2537844b27155301b31de93	0,0,1,1	450.000,392.000,144.000,350.000	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	7	SupplementaryFigure6E	SupplementaryFigure6E	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/SupplementaryFigure6E.pdf	1	b55334f8fd2c2ef742733f556a7040d660bad01d067a610ec43746413f376536	0,0,1,1	18.000,30.000,144.000,350.000	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	7	SupplementaryFigure6F	SupplementaryFigure6F	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/SupplementaryFigure6F.pdf	1	cf4b01136ebc384aeb9bbba3ed21de0802b9d92b2b740424718c2da61f70d804	0,0,1,1	162.000,30.000,144.000,350.000	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	7	SupplementaryFigure6G	SupplementaryFigure6G	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/SupplementaryFigure6G.pdf	1	921483c702bf81184d4f7be295a9f470a7b2b8d764048069ef250e50a07dbee2	0,0,1,1	306.000,30.000,144.000,350.000	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	7	SupplementaryFigure6H	SupplementaryFigure6H	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/SupplementaryFigure6H.pdf	1	e08bfda0e35d5c871278ab0a1b0b334c2bd8488bdb15440be05682c8af538ae1	0,0,1,1	450.000,30.000,144.000,350.000	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	8	SupplementaryFigure7A	SupplementaryFigure7A	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/SupplementaryFigure7A_CellLine_DrugSensitivity_Cohort_DrugIntersection.pdf	1	0c6b11e91eb5baae29914b4f21c188cc7d06d08658dd7c122045048ce4ac0a69	0,0,1,1	18.000,573.000,201.600,169.000	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	8	SupplementaryFigure7B	SupplementaryFigure7B	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/SupplementaryFigure7B_WWC2_Pha793887_AAC_NES.pdf	1	686124b87ccd7568cde38d8b4a756127755fae76cb119ee2b3e0094f07877771	0,0,1,1	219.600,573.000,90.600,169.000	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	8	SupplementaryFigure7B	SupplementaryFigure7B	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/SupplementaryFigure7B_ZNF254_5Fluorouracil_AAC_NES.pdf	1	1dae9cd7408c9d85c839541eb698c40ede3a988c5f3be5a2bf5f7a26ab7ab135	0,0,1,1	314.200,573.000,90.600,169.000	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	8	SupplementaryFigure7B	SupplementaryFigure7B	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/SupplementaryFigure7B_ZNF254_Dactolisib_AAC_NES.pdf	1	ac90d349ffffb6c3f74de354bdc4e263c0831a7c1e912c02d0cbe3753b1b6e7d	0,0,1,1	408.800,573.000,90.600,169.000	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	8	SupplementaryFigure7B	SupplementaryFigure7B	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/SupplementaryFigure7B_ZNF254_Vorinostat_AAC_NES.pdf	1	b7ac151bb22991f1217d516635e90409a0e0dc086dad0cfcd0c5a458cf254219	0,0,1,1	503.400,573.000,90.600,169.000	pypdf.merge_transformed_page_vector
Supplementary_Figures.pdf	8	SupplementaryFigure7C	SupplementaryFigure7C_low	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig45-v2-p0fix-20260821-r2/results/atomic/SupplementaryFigure7C_Concordance_Index_Low_Sig_Supplementary.pdf	1	1f172c5a03390142150794752d0410b08291b340b1358a498cf41fa517732e7e	0,0,1,1	18.000,369.900,576.000,191.100	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	1	Figure1A	Figure1A	TNBC_REFERENCE_CROP	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/uploads/TNBC TF s41467-026-76385-8_reference.pdf	36	f134395b6326978a315bcf6e34ef12ba660a5421a6dbae37ba366366d9f46c71	0.01,0.075,0.397,0.375	24.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	2	Figure1B	Figure1B	TNBC_REFERENCE_CROP	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/uploads/TNBC TF s41467-026-76385-8_reference.pdf	36	f134395b6326978a315bcf6e34ef12ba660a5421a6dbae37ba366366d9f46c71	0.395,0.045,0.64,0.43	24.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	2	Figure1B	Figure1B	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/results/visuals/Figure1/Figure1B_log2FC_Viper_TNBC.pdf	1	61608426d7fbbde14efaa0197a5ff9e45608818aa1ea454e7caeb09d1582d09f	0,0,1,1	406.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	3	Figure1C	Figure1C	TNBC_REFERENCE_CROP	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/uploads/TNBC TF s41467-026-76385-8_reference.pdf	36	f134395b6326978a315bcf6e34ef12ba660a5421a6dbae37ba366366d9f46c71	0.63,0.045,0.995,0.42	24.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	3	Figure1C	Figure1C	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/results/visuals/Figure1/Figure1C_TCGA_TRActivity_TNBC150_NonTNBC155_test.pdf	1	233f8644045bd3bc11daf4d62e1d36a5d557d819195a06f4952193fd5f820f39	0,0,1,1	406.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	4	Figure1D	Figure1D	TNBC_REFERENCE_CROP	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/uploads/TNBC TF s41467-026-76385-8_reference.pdf	36	f134395b6326978a315bcf6e34ef12ba660a5421a6dbae37ba366366d9f46c71	0,0.405,0.35,0.855	24.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	4	Figure1D	Figure1D	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/results/visuals/Figure1/Figure1D_PDX_TRActivity_TNBC150_NonTNBC154.pdf	1	084b73a115e6f0ffa422e405c61d308694365824429f5aedb81c6de34f7452dd	0,0,1,1	406.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	5	Figure1E	Figure1E	TNBC_REFERENCE_CROP	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/uploads/TNBC TF s41467-026-76385-8_reference.pdf	36	f134395b6326978a315bcf6e34ef12ba660a5421a6dbae37ba366366d9f46c71	0.35,0.405,0.79,0.855	24.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	5	Figure1E	Figure1E	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/results/visuals/Figure1/Figure1E_CellLine_TRActivity_TNBC150_NonTNBC155.pdf	1	fe6e83d12a1639766ee763ec037731331681ca2b6b9f04b6709e9d0a54da9ee0	0,0,1,1	406.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	6	Figure2A	Figure2A	TNBC_REFERENCE_CROP	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/uploads/TNBC TF s41467-026-76385-8_reference.pdf	37	f134395b6326978a315bcf6e34ef12ba660a5421a6dbae37ba366366d9f46c71	0.005,0.045,0.445,0.21	24.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	7	Figure2B	Figure2B	TNBC_REFERENCE_CROP	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/uploads/TNBC TF s41467-026-76385-8_reference.pdf	37	f134395b6326978a315bcf6e34ef12ba660a5421a6dbae37ba366366d9f46c71	0.005,0.22,0.215,0.435	24.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	7	Figure2B	Figure2B	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/results/visuals/Figure2/Figure2B_TF_PromoterAccessibility_Intersection_Sample_Groups.pdf	1	8bd122d9cde7994744ec79fb4ad1118d8c687f564ccf09e9cf87e03fd1d7ff47	0,0,1,1	406.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	8	Figure2D	Figure2D	TNBC_REFERENCE_CROP	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/uploads/TNBC TF s41467-026-76385-8_reference.pdf	37	f134395b6326978a315bcf6e34ef12ba660a5421a6dbae37ba366366d9f46c71	0.215,0.22,0.435,0.435	24.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	8	Figure2D	Figure2D	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/results/visuals/Figure2/Figure2D_JASPAR_CISBP_TR_MotifEnrichment_Intersection_Sample_Groups.pdf	1	b8fd51f6afe20d9f864be0f76337156dd087befc5e8c2e4057dc12ab39cf0251	0,0,1,1	406.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	9	Figure2E	Figure2E	TNBC_REFERENCE_CROP	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/uploads/TNBC TF s41467-026-76385-8_reference.pdf	37	f134395b6326978a315bcf6e34ef12ba660a5421a6dbae37ba366366d9f46c71	0.485,0.045,0.995,0.454	24.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	9	Figure2E	Figure2E	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/results/visuals/Figure2/Figure2E_Case_Examples_HC-TRs.pdf	1	5e5fb4934127edd4205ff61e2ea245fe261bf43ca2d39b52953d795a3851fbed	0,0,1,1	406.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	10	Figure2C	Figure2C	TNBC_REFERENCE_CROP	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/uploads/TNBC TF s41467-026-76385-8_reference.pdf	37	f134395b6326978a315bcf6e34ef12ba660a5421a6dbae37ba366366d9f46c71	0.005,0.49,0.995,0.995	24.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	10	Figure2C	Figure2C	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/run-fig12-final/adapter_final_corrected/results/visuals/Figure2/Figure2C_JASPAR_CISBP_Combined_ChromatinAccessibility_MotifEnrichment_Heatmap.pdf	1	783d6b0c941b55137bb560b1b10f76a49ce445946504b9b77c82870cfdf6bed2	0,0,1,1	406.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	11	Figure3A	Figure3A	TNBC_REFERENCE_CROP	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/uploads/TNBC TF s41467-026-76385-8_reference.pdf	38	f134395b6326978a315bcf6e34ef12ba660a5421a6dbae37ba366366d9f46c71	0.005,0.045,0.435,0.365	24.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	11	Figure3A	Figure3A	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-fig3-port/run-v3/results/visuals/Figure3/Figure3A_RegulonInteractions_TCGA_VIPER.pdf	1	0e8ce288d1abbc2571526e379923a3a757992ada196cffce4e1349c97f476330	0,0,1,1	406.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	12	Figure3B	Figure3B	TNBC_REFERENCE_CROP	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/uploads/TNBC TF s41467-026-76385-8_reference.pdf	38	f134395b6326978a315bcf6e34ef12ba660a5421a6dbae37ba366366d9f46c71	0.428,0.045,0.995,0.365	24.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	12	Figure3B	Figure3B	LUAD_OFFICIAL_ATOM	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-fig3-port/run-v3/results/visuals/Figure3/Figure3B_Target_Network_Shared_TFs.pdf	1	a141ab160b2944ed755fcd256e473e4f366b0819498bf6f4a8f35f83bce3416f	0,0,1,1	406.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
TNBC_vs_LUAD_comparison_atlas.pdf	13	Figure3C	Figure3C	TNBC_REFERENCE_CROP	/media/desk16/iy13202/projects/Paper2Paper/tmp/tnbc-chromatin-tf-nc-2026/official-code-port-v3/uploads/TNBC TF s41467-026-76385-8_reference.pdf	38	f134395b6326978a315bcf6e34ef12ba660a5421a6dbae37ba366366d9f46c71	0.005,0.385,0.44,0.785	24.000,188.000,362.000,360.000	pypdf.merge_transformed_page_vector
