specificity	TF	TCGA	GSE81089	GSE41271	combination
LUSC	E2F4	FALSE	FALSE	TRUE	GSE41271
LUSC	E2F6	FALSE	FALSE	TRUE	GSE41271
LUSC	E2F7	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	EED	FALSE	TRUE	FALSE	GSE81089
LUSC	EHMT2	FALSE	FALSE	TRUE	GSE41271
LUSC	ELF4	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	ELK1	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	ELK4	FALSE	FALSE	TRUE	GSE41271
LUSC	EMX1	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	EN1	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	ERF	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	ETV2	TRUE	FALSE	FALSE	TCGA
LUSC	EVX2	FALSE	TRUE	FALSE	GSE81089
LUSC	FOSL1	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	FOSL2	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	FOXD1	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	FOXD3	FALSE	TRUE	FALSE	GSE81089
LUSC	FOXD4	FALSE	FALSE	TRUE	GSE41271
LUSC	FOXE1	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	FOXK1	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	FOXL2	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	FOXM1	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	FOXN1	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	FOXO1	FALSE	TRUE	FALSE	GSE81089
LUSC	FOXO3	FALSE	TRUE	FALSE	GSE81089
LUSC	GABPB2	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	GATAD2A	FALSE	FALSE	TRUE	GSE41271
LUSC	GBX2	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	GLI1	FALSE	FALSE	TRUE	GSE41271
LUSC	GLI2	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	GLI3	TRUE	FALSE	TRUE	TCGA+GSE41271
LUSC	GLI4	FALSE	FALSE	TRUE	GSE41271
LUSC	GLIS1	FALSE	TRUE	FALSE	GSE81089
LUSC	GRHL1	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	GRHL2	TRUE	FALSE	TRUE	TCGA+GSE41271
LUSC	GRHL3	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	GSC2	TRUE	FALSE	FALSE	TCGA
LUSC	HDAC1	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	HDAC2	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	HDGFL1	FALSE	TRUE	FALSE	GSE81089
LUSC	HDGFL3	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	HEATR1	FALSE	FALSE	TRUE	GSE41271
LUSC	HES1	FALSE	FALSE	TRUE	GSE41271
LUSC	HES2	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	HEY1	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	HEY2	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	HIC2	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	HIF1A	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	HMGA1	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	HMGA2	FALSE	TRUE	FALSE	GSE81089
LUSC	HMGB2	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	HMX2	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	HOMEZ	FALSE	TRUE	FALSE	GSE81089
LUSC	HOXA1	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	HOXA10	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	HOXA11	FALSE	TRUE	FALSE	GSE81089
LUSC	HOXA13	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	HOXA3	FALSE	TRUE	FALSE	GSE81089
LUSC	HOXA4	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	HOXA6	FALSE	FALSE	TRUE	GSE41271
LUSC	HOXA7	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	HOXA9	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	HOXB7	FALSE	FALSE	TRUE	GSE41271
LUSC	HOXC13	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	HOXC4	FALSE	TRUE	FALSE	GSE81089
LUSC	HOXC5	FALSE	TRUE	FALSE	GSE81089
LUSC	HOXC6	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	HOXC8	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	HOXC9	FALSE	FALSE	TRUE	GSE41271
LUSC	HOXD10	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	HOXD11	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	HOXD13	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	HOXD9	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	HR	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	HSF2	FALSE	TRUE	FALSE	GSE81089
LUSC	IRF6	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	IRX4	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	IRX6	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	ISL2	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	JUP	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	KCTD1	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	KDM2B	FALSE	TRUE	FALSE	GSE81089
LUSC	KDM3A	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	KLF4	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	KLF5	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	KMT5A	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	LEF1	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	LHX2	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	LHX5	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	LHX8	TRUE	FALSE	FALSE	TCGA
LUSC	LIN9	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	LMO1	TRUE	FALSE	TRUE	TCGA+GSE41271
LUSC	LMO4	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	LYAR	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	MAF	TRUE	FALSE	TRUE	TCGA+GSE41271
LUSC	MAFG	FALSE	FALSE	TRUE	GSE41271
LUSC	MAGEA1	FALSE	FALSE	TRUE	GSE41271
LUSC	MAGEA10	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	MAGEA11	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	MAGEA3	FALSE	FALSE	TRUE	GSE41271
LUSC	MAGEA4	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	MAGEA5	TRUE	FALSE	FALSE	TCGA
LUSC	MAGEA6	FALSE	FALSE	TRUE	GSE41271
LUSC	MAGEA8	TRUE	FALSE	FALSE	TCGA
LUSC	MAGEA9B	TRUE	FALSE	FALSE	TCGA
LUSC	MAGEB6	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	MAGED4B	FALSE	TRUE	FALSE	GSE81089
LUSC	MAGEF1	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	MAMSTR	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	MED10	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	MED12L	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	MED27	FALSE	TRUE	FALSE	GSE81089
LUSC	MED30	FALSE	TRUE	FALSE	GSE81089
LUSC	MED6	FALSE	FALSE	TRUE	GSE41271
LUSC	MEIS1	TRUE	FALSE	FALSE	TCGA
LUSC	MEN1	FALSE	FALSE	TRUE	GSE41271
LUSC	MLF1	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	MLF2	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	MLIP	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	MLLT11	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	MRGBP	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	MSC	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	MSGN1	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	MSX2	FALSE	TRUE	FALSE	GSE81089
LUSC	MTA2	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	MXD1	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	MYB	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	MYBL2	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	MYC	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	MYCL	FALSE	TRUE	FALSE	GSE81089
LUSC	MYNN	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	MYOD1	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	MYPOP	FALSE	TRUE	FALSE	GSE81089
LUSC	NAB1	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	NELFCD	FALSE	TRUE	FALSE	GSE81089
LUSC	NEUROD2	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	NEUROG1	TRUE	FALSE	FALSE	TCGA
LUSC	NFE2L1	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	NFE2L2	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	NFIL3	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	NFYB	FALSE	TRUE	FALSE	GSE81089
LUSC	NKRF	FALSE	FALSE	TRUE	GSE41271
LUSC	NKX1-2	FALSE	TRUE	FALSE	GSE81089
LUSC	NKX2-3	FALSE	TRUE	FALSE	GSE81089
LUSC	NKX2-5	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	NKX3-1	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	NKX6-1	TRUE	FALSE	FALSE	TCGA
LUSC	NPAS1	TRUE	FALSE	TRUE	TCGA+GSE41271
LUSC	NR0B1	FALSE	FALSE	TRUE	GSE41271
LUSC	NR1D1	TRUE	FALSE	FALSE	TCGA
LUSC	NR5A1	TRUE	FALSE	FALSE	TCGA
LUSC	NRF1	FALSE	TRUE	FALSE	GSE81089
LUSC	NSD2	FALSE	TRUE	FALSE	GSE81089
LUSC	NSD3	FALSE	TRUE	FALSE	GSE81089
LUSC	NUP107	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	ONECUT3	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	OTX1	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	OTX2	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	OVOL1	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	OVOL3	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	PAX2	TRUE	FALSE	FALSE	TCGA
LUSC	PAX3	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	PAX6	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	PAX9	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	PBX1	FALSE	FALSE	TRUE	GSE41271
LUSC	PCBP1	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	PCGF1	FALSE	FALSE	TRUE	GSE41271
LUSC	PGBD1	FALSE	TRUE	FALSE	GSE81089
LUSC	PHC3	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	PHF10	FALSE	FALSE	TRUE	GSE41271
LUSC	PHF14	FALSE	FALSE	TRUE	GSE41271
LUSC	PHF21A	FALSE	TRUE	FALSE	GSE81089
LUSC	PIAS2	FALSE	FALSE	TRUE	GSE41271
LUSC	PITX1	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	PITX3	TRUE	FALSE	FALSE	TCGA
LUSC	PLAGL2	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	POU2F1	FALSE	TRUE	FALSE	GSE81089
LUSC	POU3F1	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	POU5F1B	TRUE	FALSE	FALSE	TCGA
LUSC	POU6F2	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	PPARGC1B	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	PRRX2	TRUE	FALSE	FALSE	TCGA
LUSC	PTMS	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	PURB	FALSE	FALSE	TRUE	GSE41271
LUSC	PURG	FALSE	TRUE	FALSE	GSE81089
LUSC	RARB	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	RARG	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	RCOR2	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	RFPL1	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	RFX7	FALSE	TRUE	FALSE	GSE81089
LUSC	RIPPLY2	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	RLF	FALSE	TRUE	FALSE	GSE81089
LUSC	RORA	TRUE	FALSE	FALSE	TCGA
LUSC	RPS6KA5	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	RUNX3	TRUE	FALSE	FALSE	TCGA
LUSC	RUVBL1	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	RUVBL2	TRUE	FALSE	TRUE	TCGA+GSE41271
LUSC	SAFB	FALSE	FALSE	TRUE	GSE41271
LUSC	SALL1	FALSE	TRUE	FALSE	GSE81089
LUSC	SALL4	FALSE	TRUE	FALSE	GSE81089
LUSC	SAMD1	FALSE	FALSE	TRUE	GSE41271
LUSC	SAP30	FALSE	TRUE	FALSE	GSE81089
LUSC	SBNO1	FALSE	TRUE	FALSE	GSE81089
LUSC	SCML2	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	SHOX2	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	SIM2	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	SIN3A	FALSE	FALSE	TRUE	GSE41271
LUSC	SIX2	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	SIX4	FALSE	FALSE	TRUE	GSE41271
LUSC	SKIL	FALSE	TRUE	FALSE	GSE81089
LUSC	SLC2A4RG	FALSE	FALSE	TRUE	GSE41271
LUSC	SMAD3	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	SMARCB1	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	SMARCD1	FALSE	TRUE	FALSE	GSE81089
LUSC	SMARCD2	FALSE	FALSE	TRUE	GSE41271
LUSC	SNAI2	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	SOHLH1	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	SOX10	FALSE	FALSE	TRUE	GSE41271
LUSC	SOX13	TRUE	FALSE	FALSE	TCGA
LUSC	SOX15	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	SOX2	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	SOX21	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	SOX5	FALSE	TRUE	FALSE	GSE81089
LUSC	SOX7	FALSE	TRUE	FALSE	GSE81089
LUSC	SOX9	FALSE	FALSE	TRUE	GSE41271
LUSC	SP1	FALSE	TRUE	FALSE	GSE81089
LUSC	SP6	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	SP9	FALSE	TRUE	FALSE	GSE81089
LUSC	SPINDOC	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	SREBF2	TRUE	FALSE	FALSE	TCGA
LUSC	SRF	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	SRY	TRUE	FALSE	FALSE	TCGA
LUSC	SSBP3	FALSE	FALSE	TRUE	GSE41271
LUSC	STOX2	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	TBL1X	TRUE	FALSE	FALSE	TCGA
LUSC	TBL1XR1	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	TBX1	TRUE	FALSE	TRUE	TCGA+GSE41271
LUSC	TBX18	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	TBX3	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	TCF15	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	TCF20	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	TCF24	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	TCF3	FALSE	FALSE	TRUE	GSE41271
LUSC	TCF4	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	TCF7L1	TRUE	FALSE	TRUE	TCGA+GSE41271
LUSC	TCFL5	FALSE	FALSE	TRUE	GSE41271
LUSC	TEAD4	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	TESMIN	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	TET1	FALSE	TRUE	FALSE	GSE81089
LUSC	TET3	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	TFAP2A	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	TFAP2B	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	TFAP2C	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	TFAP4	FALSE	FALSE	TRUE	GSE41271
LUSC	TFCP2	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	TFDP1	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	TFDP2	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	TGIF2	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	TLX2	TRUE	FALSE	FALSE	TCGA
LUSC	TLX3	FALSE	TRUE	FALSE	GSE81089
LUSC	TP63	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	TP73	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	TRERF1	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	TRIM28	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	TRIM45	TRUE	FALSE	FALSE	TCGA
LUSC	TRO	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	TRPS1	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	TSHZ2	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	TWIST1	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	URI1	FALSE	TRUE	FALSE	GSE81089
LUSC	UTP15	FALSE	FALSE	TRUE	GSE41271
LUSC	VAX1	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	VAX2	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	VGLL4	FALSE	TRUE	FALSE	GSE81089
LUSC	WDR75	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	WIZ	TRUE	FALSE	FALSE	TCGA
LUSC	WWTR1	FALSE	TRUE	FALSE	GSE81089
LUSC	YEATS2	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	YEATS4	FALSE	TRUE	FALSE	GSE81089
LUSC	ZBTB11	FALSE	TRUE	FALSE	GSE81089
LUSC	ZBTB24	FALSE	TRUE	FALSE	GSE81089
LUSC	ZBTB26	FALSE	FALSE	TRUE	GSE41271
LUSC	ZBTB33	FALSE	FALSE	TRUE	GSE41271
LUSC	ZBTB39	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	ZBTB5	FALSE	FALSE	TRUE	GSE41271
LUSC	ZBTB7A	FALSE	FALSE	TRUE	GSE41271
LUSC	ZBTB7C	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	ZFHX4	FALSE	TRUE	FALSE	GSE81089
LUSC	ZFP64	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	ZFPM1	FALSE	FALSE	TRUE	GSE41271
LUSC	ZIC2	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	ZIC4	FALSE	TRUE	FALSE	GSE81089
LUSC	ZIC5	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	ZNF121	FALSE	TRUE	FALSE	GSE81089
LUSC	ZNF148	FALSE	TRUE	FALSE	GSE81089
LUSC	ZNF18	FALSE	TRUE	FALSE	GSE81089
LUSC	ZNF202	FALSE	FALSE	TRUE	GSE41271
LUSC	ZNF219	FALSE	FALSE	TRUE	GSE41271
LUSC	ZNF256	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	ZNF280A	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	ZNF280C	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	ZNF282	FALSE	FALSE	TRUE	GSE41271
LUSC	ZNF286B	FALSE	TRUE	FALSE	GSE81089
LUSC	ZNF292	FALSE	TRUE	FALSE	GSE81089
LUSC	ZNF317	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	ZNF318	FALSE	TRUE	FALSE	GSE81089
LUSC	ZNF32	FALSE	FALSE	TRUE	GSE41271
LUSC	ZNF343	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	ZNF367	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	ZNF384	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	ZNF395	FALSE	FALSE	TRUE	GSE41271
LUSC	ZNF436	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	ZNF440	FALSE	TRUE	FALSE	GSE81089
LUSC	ZNF460	FALSE	TRUE	FALSE	GSE81089
LUSC	ZNF462	FALSE	TRUE	FALSE	GSE81089
LUSC	ZNF473	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	ZNF488	TRUE	FALSE	FALSE	TCGA
LUSC	ZNF519	FALSE	TRUE	FALSE	GSE81089
LUSC	ZNF530	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	ZNF543	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	ZNF556	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	ZNF57	FALSE	TRUE	FALSE	GSE81089
LUSC	ZNF574	FALSE	FALSE	TRUE	GSE41271
LUSC	ZNF581	FALSE	FALSE	TRUE	GSE41271
LUSC	ZNF628	FALSE	FALSE	TRUE	GSE41271
LUSC	ZNF639	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	ZNF695	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	ZNF703	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	ZNF74	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	ZNF740	FALSE	TRUE	TRUE	GSE81089+GSE41271
LUSC	ZNF750	FALSE	TRUE	FALSE	GSE81089
LUSC	ZNF77	TRUE	TRUE	TRUE	TCGA+GSE81089+GSE41271
LUSC	ZNF770	TRUE	TRUE	FALSE	TCGA+GSE81089
LUSC	ZNF771	FALSE	TRUE	FALSE	GSE81089
LUSC	ZSCAN5A	TRUE	FALSE	FALSE	TCGA
LUSC	ZXDC	FALSE	TRUE	FALSE	GSE81089
